"fix_time","fix_item","trial","subject","rt","value_down_boundary","value_up_boundary","choice"
1637,3,47,26,1637,12,2,"-1"
1330,3,48,26,1330,12,8,"-1"
1685,3,49,26,1685,2,8,"1"
2954,3,50,26,3070,20,8,"-1"
116,-1,50,26,3070,20,8,"-1"
978,3,51,26,978,10,20,"1"
1226,3,52,26,1226,8,20,"1"
1873,3,53,26,2016,2,6,"1"
143,-1,53,26,2016,2,6,"1"
1067,3,54,26,1067,6,4,"-1"
361,3,55,26,1895,16,6,"-1"
576,-1,55,26,1895,16,6,"-1"
958,3,55,26,1895,16,6,"-1"
350,3,56,26,929,10,8,"-1"
392,-1,56,26,929,10,8,"-1"
111,3,56,26,929,10,8,"-1"
76,-1,56,26,929,10,8,"-1"
424,3,57,26,817,2,12,"1"
276,1,57,26,817,2,12,"1"
117,3,57,26,817,2,12,"1"
375,3,59,26,764,20,4,"-1"
389,-1,59,26,764,20,4,"-1"
334,3,60,26,869,12,4,"-1"
241,-1,60,26,869,12,4,"-1"
260,3,60,26,869,12,4,"-1"
34,-1,60,26,869,12,4,"-1"
569,3,61,26,996,6,2,"-1"
191,1,61,26,996,6,2,"-1"
24,3,61,26,996,6,2,"-1"
212,-1,61,26,996,6,2,"-1"
218,3,62,26,1360,12,12,"1"
691,-1,62,26,1360,12,12,"1"
20,3,62,26,1360,12,12,"1"
431,-1,62,26,1360,12,12,"1"
716,3,63,26,922,12,6,"-1"
206,-1,63,26,922,12,6,"-1"
265,3,64,26,1001,18,18,"1"
138,1,64,26,1001,18,18,"1"
149,3,64,26,1001,18,18,"1"
449,-1,64,26,1001,18,18,"1"
555,3,65,26,1956,16,8,"-1"
170,-1,65,26,1956,16,8,"-1"
1209,3,65,26,1956,16,8,"-1"
22,-1,65,26,1956,16,8,"-1"
1079,3,66,26,1143,18,10,"-1"
64,-1,66,26,1143,18,10,"-1"
698,3,67,26,848,4,8,"1"
115,1,67,26,848,4,8,"1"
35,3,67,26,848,4,8,"1"
721,3,68,26,1067,8,8,"1"
258,1,68,26,1067,8,8,"1"
88,3,68,26,1067,8,8,"1"
784,3,69,26,784,2,4,"1"
1581,3,70,26,1581,18,12,"-1"
871,3,71,26,1464,18,14,"-1"
330,-1,71,26,1464,18,14,"-1"
263,3,71,26,1464,18,14,"-1"
785,3,73,26,785,2,20,"1"
616,3,74,26,2413,8,4,"-1"
1797,-1,74,26,2413,8,4,"-1"
532,3,75,26,933,8,14,"1"
282,1,75,26,933,8,14,"1"
21,3,75,26,933,8,14,"1"
98,-1,75,26,933,8,14,"1"
639,3,76,26,746,10,12,"1"
107,1,76,26,746,10,12,"1"
884,3,77,26,884,14,4,"-1"
1149,3,78,26,1149,20,14,"-1"
1469,3,79,26,1469,6,10,"1"
256,3,80,26,748,6,14,"1"
211,1,80,26,748,6,14,"1"
281,3,80,26,748,6,14,"1"
293,3,81,26,682,16,20,"1"
58,-1,81,26,682,16,20,"1"
114,3,81,26,682,16,20,"1"
94,1,81,26,682,16,20,"1"
123,3,81,26,682,16,20,"1"
178,3,82,26,970,14,8,"-1"
170,-1,82,26,970,14,8,"-1"
622,3,82,26,970,14,8,"-1"
752,3,83,26,752,4,12,"1"
767,3,84,26,767,18,2,"-1"
1116,3,85,26,1116,20,16,"-1"
419,3,86,26,736,8,12,"1"
85,1,86,26,736,8,12,"1"
232,3,86,26,736,8,12,"1"
265,3,87,26,702,2,16,"1"
76,1,87,26,702,2,16,"1"
361,3,87,26,702,2,16,"1"
935,3,88,26,935,6,20,"1"
499,3,89,26,2029,8,18,"1"
206,-1,89,26,2029,8,18,"1"
25,3,89,26,2029,8,18,"1"
327,1,89,26,2029,8,18,"1"
252,3,89,26,2029,8,18,"1"
267,1,89,26,2029,8,18,"1"
453,3,89,26,2029,8,18,"1"
509,3,90,26,1428,14,12,"-1"
426,1,90,26,1428,14,12,"-1"
412,3,90,26,1428,14,12,"-1"
81,-1,90,26,1428,14,12,"-1"
1703,3,91,26,4227,6,12,"1"
2374,1,91,26,4227,6,12,"1"
150,3,91,26,4227,6,12,"1"
332,3,93,26,4202,18,20,"1"
2766,1,93,26,4202,18,20,"1"
1104,3,93,26,4202,18,20,"1"
1328,3,94,26,1344,16,4,"-1"
16,-1,94,26,1344,16,4,"-1"
979,3,95,26,1003,4,4,"1"
24,-1,95,26,1003,4,4,"1"
731,3,96,26,863,10,16,"1"
132,1,96,26,863,10,16,"1"
529,3,99,26,815,16,2,"-1"
110,-1,99,26,815,16,2,"-1"
176,3,99,26,815,16,2,"-1"
254,3,1,27,2385,20,8,"1"
2131,-1,1,27,2385,20,8,"1"
197,3,3,27,1465,12,6,"-1"
323,-1,3,27,1465,12,6,"-1"
9,3,3,27,1465,12,6,"-1"
369,1,3,27,1465,12,6,"-1"
16,3,3,27,1465,12,6,"-1"
551,-1,3,27,1465,12,6,"-1"
216,3,4,27,1232,14,6,"-1"
611,-1,4,27,1232,14,6,"-1"
16,3,4,27,1232,14,6,"-1"
300,1,4,27,1232,14,6,"-1"
27,3,4,27,1232,14,6,"-1"
62,-1,4,27,1232,14,6,"-1"
231,3,5,27,896,6,18,"1"
149,-1,5,27,896,6,18,"1"
13,3,5,27,896,6,18,"1"
503,1,5,27,896,6,18,"1"
209,3,6,27,1049,14,2,"-1"
356,1,6,27,1049,14,2,"-1"
484,-1,6,27,1049,14,2,"-1"
294,3,7,27,947,8,16,"1"
249,1,7,27,947,8,16,"1"
7,3,7,27,947,8,16,"1"
397,-1,7,27,947,8,16,"1"
308,3,8,27,1821,4,2,"1"
275,1,8,27,1821,4,2,"1"
17,3,8,27,1821,4,2,"1"
525,-1,8,27,1821,4,2,"1"
7,3,8,27,1821,4,2,"1"
283,1,8,27,1821,4,2,"1"
8,3,8,27,1821,4,2,"1"
292,-1,8,27,1821,4,2,"1"
8,3,8,27,1821,4,2,"1"
98,1,8,27,1821,4,2,"1"
966,3,9,27,966,4,4,"1"
204,3,10,27,1335,16,14,"1"
217,-1,10,27,1335,16,14,"1"
10,3,10,27,1335,16,14,"1"
428,1,10,27,1335,16,14,"1"
18,3,10,27,1335,16,14,"1"
458,-1,10,27,1335,16,14,"1"
210,3,11,27,884,20,6,"-1"
674,-1,11,27,884,20,6,"-1"
227,3,12,27,1467,14,8,"1"
334,-1,12,27,1467,14,8,"1"
9,3,12,27,1467,14,8,"1"
427,1,12,27,1467,14,8,"1"
17,3,12,27,1467,14,8,"1"
349,-1,12,27,1467,14,8,"1"
104,3,12,27,1467,14,8,"1"
203,3,13,27,2106,12,10,"1"
681,-1,13,27,2106,12,10,"1"
7,3,13,27,2106,12,10,"1"
1215,1,13,27,2106,12,10,"1"
315,3,14,27,768,10,18,"1"
453,1,14,27,768,10,18,"1"
192,3,15,27,1115,6,14,"1"
923,-1,15,27,1115,6,14,"1"
1473,-1,16,27,2039,8,4,"-1"
346,1,16,27,2039,8,4,"-1"
216,-1,16,27,2039,8,4,"-1"
4,3,16,27,2039,8,4,"-1"
201,3,17,27,1467,8,10,"1"
448,-1,17,27,1467,8,10,"1"
164,3,17,27,1467,8,10,"1"
30,-1,17,27,1467,8,10,"1"
624,1,17,27,1467,8,10,"1"
382,-1,18,27,2431,4,20,"1"
265,3,18,27,2431,4,20,"1"
127,-1,18,27,2431,4,20,"1"
8,3,18,27,2431,4,20,"1"
709,1,18,27,2431,4,20,"1"
374,3,18,27,2431,4,20,"1"
429,1,18,27,2431,4,20,"1"
137,3,18,27,2431,4,20,"1"
187,-1,20,27,3753,2,6,"1"
1944,3,20,27,3753,2,6,"1"
1523,-1,20,27,3753,2,6,"1"
99,3,20,27,3753,2,6,"1"
200,3,21,27,1150,10,16,"1"
352,-1,21,27,1150,10,16,"1"
10,1,21,27,1150,10,16,"1"
355,3,21,27,1150,10,16,"1"
224,1,21,27,1150,10,16,"1"
9,3,21,27,1150,10,16,"1"
192,3,24,27,1142,6,16,"1"
549,-1,24,27,1142,6,16,"1"
0,3,24,27,1142,6,16,"1"
396,1,24,27,1142,6,16,"1"
5,3,24,27,1142,6,16,"1"
202,3,26,27,3574,14,20,"1"
226,-1,26,27,3574,14,20,"1"
40,3,26,27,3574,14,20,"1"
3106,1,26,27,3574,14,20,"1"
211,3,27,27,912,12,20,"1"
238,-1,27,27,912,12,20,"1"
391,1,27,27,912,12,20,"1"
72,3,27,27,912,12,20,"1"
230,3,28,27,1503,6,6,"1"
241,-1,28,27,1503,6,6,"1"
9,3,28,27,1503,6,6,"1"
1023,1,28,27,1503,6,6,"1"
213,3,30,27,1165,8,2,"-1"
364,-1,30,27,1165,8,2,"-1"
588,1,30,27,1165,8,2,"-1"
211,3,31,27,1416,20,10,"1"
198,-1,31,27,1416,20,10,"1"
43,3,31,27,1416,20,10,"1"
876,1,31,27,1416,20,10,"1"
88,-1,31,27,1416,20,10,"1"
442,3,33,27,1034,10,8,"-1"
52,-1,33,27,1034,10,8,"-1"
20,3,33,27,1034,10,8,"-1"
242,1,33,27,1034,10,8,"-1"
278,3,33,27,1034,10,8,"-1"
446,-1,34,27,861,8,20,"1"
29,3,34,27,861,8,20,"1"
222,1,34,27,861,8,20,"1"
164,3,34,27,861,8,20,"1"
294,-1,35,27,3083,14,14,"1"
33,3,35,27,3083,14,14,"1"
362,1,35,27,3083,14,14,"1"
218,3,35,27,3083,14,14,"1"
353,-1,35,27,3083,14,14,"1"
21,3,35,27,3083,14,14,"1"
231,1,35,27,3083,14,14,"1"
297,3,35,27,3083,14,14,"1"
425,-1,35,27,3083,14,14,"1"
22,3,35,27,3083,14,14,"1"
240,1,35,27,3083,14,14,"1"
587,3,35,27,3083,14,14,"1"
421,-1,36,27,3063,2,14,"1"
820,3,36,27,3063,2,14,"1"
1231,-1,36,27,3063,2,14,"1"
416,3,36,27,3063,2,14,"1"
175,-1,36,27,3063,2,14,"1"
99,1,38,27,4912,6,12,"1"
129,3,38,27,4912,6,12,"1"
433,-1,38,27,4912,6,12,"1"
13,3,38,27,4912,6,12,"1"
6,1,38,27,4912,6,12,"1"
7,-1,38,27,4912,6,12,"1"
260,3,38,27,4912,6,12,"1"
8,-1,38,27,4912,6,12,"1"
3,1,38,27,4912,6,12,"1"
5,3,38,27,4912,6,12,"1"
24,-1,38,27,4912,6,12,"1"
5,3,38,27,4912,6,12,"1"
3,-1,38,27,4912,6,12,"1"
2136,1,38,27,4912,6,12,"1"
392,3,38,27,4912,6,12,"1"
28,-1,38,27,4912,6,12,"1"
5,3,38,27,4912,6,12,"1"
18,-1,38,27,4912,6,12,"1"
2,3,38,27,4912,6,12,"1"
15,1,38,27,4912,6,12,"1"
47,-1,38,27,4912,6,12,"1"
0,3,38,27,4912,6,12,"1"
16,-1,38,27,4912,6,12,"1"
18,1,38,27,4912,6,12,"1"
17,3,38,27,4912,6,12,"1"
26,-1,38,27,4912,6,12,"1"
40,1,38,27,4912,6,12,"1"
6,3,38,27,4912,6,12,"1"
1064,-1,38,27,4912,6,12,"1"
87,3,38,27,4912,6,12,"1"
212,3,40,27,1165,14,12,"-1"
344,-1,40,27,1165,14,12,"-1"
26,3,40,27,1165,14,12,"-1"
523,1,40,27,1165,14,12,"-1"
0,-1,40,27,1165,14,12,"-1"
16,3,40,27,1165,14,12,"-1"
7,-1,40,27,1165,14,12,"-1"
37,1,40,27,1165,14,12,"-1"
200,3,41,27,1490,18,8,"-1"
252,-1,41,27,1490,18,8,"-1"
14,3,41,27,1490,18,8,"-1"
374,1,41,27,1490,18,8,"-1"
650,3,41,27,1490,18,8,"-1"
32,3,43,27,2041,4,10,"1"
2009,-1,43,27,2041,4,10,"1"
1170,-1,44,27,1186,20,20,"-1"
16,3,44,27,1186,20,20,"-1"
583,-1,46,27,1115,18,6,"-1"
378,3,46,27,1115,18,6,"-1"
154,1,46,27,1115,18,6,"-1"
191,3,47,27,803,14,4,"-1"
452,-1,47,27,803,14,4,"-1"
160,1,47,27,803,14,4,"-1"
731,3,48,27,1064,6,8,"-1"
333,-1,48,27,1064,6,8,"-1"
182,3,49,27,730,10,6,"-1"
256,-1,49,27,730,10,6,"-1"
117,3,49,27,730,10,6,"-1"
143,1,49,27,730,10,6,"-1"
32,3,49,27,730,10,6,"-1"
192,3,50,27,815,6,2,"-1"
623,-1,50,27,815,6,2,"-1"
1282,3,51,27,1282,2,2,"1"
158,3,52,27,847,12,4,"-1"
689,-1,52,27,847,12,4,"-1"
209,3,53,27,786,16,16,"-1"
282,-1,53,27,786,16,16,"-1"
295,3,53,27,786,16,16,"-1"
991,3,54,27,2620,4,6,"1"
451,-1,54,27,2620,4,6,"1"
346,3,54,27,2620,4,6,"1"
391,-1,54,27,2620,4,6,"1"
397,3,54,27,2620,4,6,"1"
44,-1,54,27,2620,4,6,"1"
203,3,57,27,666,16,4,"-1"
8,-1,57,27,666,16,4,"-1"
11,3,57,27,666,16,4,"-1"
152,1,57,27,666,16,4,"-1"
200,-1,57,27,666,16,4,"-1"
83,1,57,27,666,16,4,"-1"
9,-1,57,27,666,16,4,"-1"
142,3,58,27,765,16,6,"-1"
604,-1,58,27,765,16,6,"-1"
19,3,58,27,765,16,6,"-1"
235,3,59,27,1535,6,4,"-1"
218,-1,59,27,1535,6,4,"-1"
25,3,59,27,1535,6,4,"-1"
251,1,59,27,1535,6,4,"-1"
175,3,59,27,1535,6,4,"-1"
368,-1,59,27,1535,6,4,"-1"
19,3,59,27,1535,6,4,"-1"
204,1,59,27,1535,6,4,"-1"
17,3,59,27,1535,6,4,"-1"
23,-1,59,27,1535,6,4,"-1"
210,3,60,27,1145,2,12,"1"
200,-1,60,27,1145,2,12,"1"
16,3,60,27,1145,2,12,"1"
297,1,60,27,1145,2,12,"1"
69,3,60,27,1145,2,12,"1"
59,1,60,27,1145,2,12,"1"
31,3,60,27,1145,2,12,"1"
263,-1,60,27,1145,2,12,"1"
209,3,61,27,952,4,16,"1"
288,-1,61,27,952,4,16,"1"
29,3,61,27,952,4,16,"1"
287,1,61,27,952,4,16,"1"
11,3,61,27,952,4,16,"1"
128,-1,61,27,952,4,16,"1"
43,-1,62,27,1049,16,2,"-1"
178,3,62,27,1049,16,2,"-1"
290,-1,62,27,1049,16,2,"-1"
2,3,62,27,1049,16,2,"-1"
536,1,62,27,1049,16,2,"-1"
226,3,63,27,2015,16,18,"-1"
218,-1,63,27,2015,16,18,"-1"
24,3,63,27,2015,16,18,"-1"
193,1,63,27,2015,16,18,"-1"
264,3,63,27,2015,16,18,"-1"
93,-1,63,27,2015,16,18,"-1"
77,3,63,27,2015,16,18,"-1"
160,-1,63,27,2015,16,18,"-1"
20,3,63,27,2015,16,18,"-1"
264,1,63,27,2015,16,18,"-1"
476,3,63,27,2015,16,18,"-1"
219,3,64,27,1462,2,8,"1"
404,-1,64,27,1462,2,8,"1"
28,3,64,27,1462,2,8,"1"
270,1,64,27,1462,2,8,"1"
21,3,64,27,1462,2,8,"1"
335,-1,64,27,1462,2,8,"1"
185,3,64,27,1462,2,8,"1"
324,3,65,27,1803,18,2,"1"
271,1,65,27,1803,18,2,"1"
16,3,65,27,1803,18,2,"1"
610,-1,65,27,1803,18,2,"1"
17,3,65,27,1803,18,2,"1"
565,1,65,27,1803,18,2,"1"
260,3,66,27,1930,16,12,"-1"
249,-1,66,27,1930,16,12,"-1"
935,1,66,27,1930,16,12,"-1"
11,3,66,27,1930,16,12,"-1"
475,-1,66,27,1930,16,12,"-1"
219,3,67,27,1197,4,18,"1"
212,-1,67,27,1197,4,18,"1"
3,3,67,27,1197,4,18,"1"
375,1,67,27,1197,4,18,"1"
170,3,67,27,1197,4,18,"1"
218,-1,67,27,1197,4,18,"1"
337,3,68,27,1253,12,18,"-1"
218,1,68,27,1253,12,18,"-1"
109,3,68,27,1253,12,18,"-1"
375,-1,68,27,1253,12,18,"-1"
20,3,68,27,1253,12,18,"-1"
194,1,68,27,1253,12,18,"-1"
208,3,69,27,1319,16,10,"-1"
201,-1,69,27,1319,16,10,"-1"
366,3,69,27,1319,16,10,"-1"
281,-1,69,27,1319,16,10,"-1"
263,3,69,27,1319,16,10,"-1"
241,-1,70,27,1668,20,14,"-1"
86,3,70,27,1668,20,14,"-1"
522,-1,70,27,1668,20,14,"-1"
378,3,70,27,1668,20,14,"-1"
218,1,70,27,1668,20,14,"-1"
17,3,70,27,1668,20,14,"-1"
206,-1,70,27,1668,20,14,"-1"
595,-1,71,27,1588,2,10,"1"
17,3,71,27,1588,2,10,"1"
377,1,71,27,1588,2,10,"1"
599,3,71,27,1588,2,10,"1"
2456,-1,72,27,4263,10,20,"-1"
1232,1,72,27,4263,10,20,"-1"
7,3,72,27,4263,10,20,"-1"
288,-1,72,27,4263,10,20,"-1"
13,3,72,27,4263,10,20,"-1"
267,1,72,27,4263,10,20,"-1"
450,3,73,27,1401,10,14,"-1"
298,1,73,27,1401,10,14,"-1"
5,3,73,27,1401,10,14,"-1"
445,-1,73,27,1401,10,14,"-1"
17,3,73,27,1401,10,14,"-1"
186,1,73,27,1401,10,14,"-1"
186,3,74,27,1449,18,16,"-1"
841,-1,74,27,1449,18,16,"-1"
422,3,74,27,1449,18,16,"-1"
207,3,75,27,904,18,12,"-1"
259,-1,75,27,904,18,12,"-1"
15,3,75,27,904,18,12,"-1"
423,1,75,27,904,18,12,"-1"
197,3,76,27,854,14,10,"-1"
225,-1,76,27,854,14,10,"-1"
12,3,76,27,854,14,10,"-1"
420,1,76,27,854,14,10,"-1"
190,3,77,27,754,20,4,"-1"
254,-1,77,27,754,20,4,"-1"
17,3,77,27,754,20,4,"-1"
293,1,77,27,754,20,4,"-1"
204,3,78,27,1102,2,18,"1"
233,1,78,27,1102,2,18,"1"
16,3,78,27,1102,2,18,"1"
460,-1,78,27,1102,2,18,"1"
189,1,78,27,1102,2,18,"1"
5,3,79,27,982,10,2,"-1"
73,-1,79,27,982,10,2,"-1"
113,3,79,27,982,10,2,"-1"
248,-1,79,27,982,10,2,"-1"
49,3,79,27,982,10,2,"-1"
454,1,79,27,982,10,2,"-1"
25,3,79,27,982,10,2,"-1"
15,-1,79,27,982,10,2,"-1"
444,-1,81,27,1330,20,16,"-1"
8,3,81,27,1330,20,16,"-1"
862,1,81,27,1330,20,16,"-1"
16,3,81,27,1330,20,16,"-1"
220,3,84,27,2137,18,4,"-1"
579,-1,84,27,2137,18,4,"-1"
19,3,84,27,2137,18,4,"-1"
1319,1,84,27,2137,18,4,"-1"
364,3,85,27,951,8,8,"-1"
587,-1,85,27,951,8,8,"-1"
1259,3,86,27,2375,4,8,"1"
247,1,86,27,2375,4,8,"1"
8,3,86,27,2375,4,8,"1"
475,-1,86,27,2375,4,8,"1"
13,3,86,27,2375,4,8,"1"
373,1,86,27,2375,4,8,"1"
266,3,87,27,968,8,18,"1"
217,1,87,27,968,8,18,"1"
26,3,87,27,968,8,18,"1"
383,-1,87,27,968,8,18,"1"
32,3,87,27,968,8,18,"1"
44,1,87,27,968,8,18,"1"
278,3,88,27,871,12,2,"-1"
344,1,88,27,871,12,2,"-1"
8,3,88,27,871,12,2,"-1"
241,-1,88,27,871,12,2,"-1"
224,3,90,27,2474,12,16,"-1"
1424,-1,90,27,2474,12,16,"-1"
214,3,90,27,2474,12,16,"-1"
612,-1,90,27,2474,12,16,"-1"
581,3,94,27,1179,4,14,"1"
403,-1,94,27,1179,4,14,"1"
195,3,94,27,1179,4,14,"1"
211,3,96,27,852,12,8,"-1"
279,-1,96,27,852,12,8,"-1"
362,3,96,27,852,12,8,"-1"
184,3,99,27,1165,20,18,"-1"
240,1,99,27,1165,20,18,"-1"
52,3,99,27,1165,20,18,"-1"
689,-1,99,27,1165,20,18,"-1"
716,3,100,27,1062,14,18,"-1"
304,-1,100,27,1062,14,18,"-1"
42,3,100,27,1062,14,18,"-1"
265,1,1,29,1099,6,10,"1"
834,3,1,29,1099,6,10,"1"
934,3,2,29,1897,14,4,"-1"
732,1,2,29,1897,14,4,"-1"
231,3,2,29,1897,14,4,"-1"
19,3,3,29,1986,20,4,"-1"
1956,1,3,29,1986,20,4,"-1"
11,3,3,29,1986,20,4,"-1"
283,1,4,29,1207,12,8,"-1"
400,3,4,29,1207,12,8,"-1"
524,1,4,29,1207,12,8,"-1"
212,1,5,29,768,8,18,"1"
556,3,5,29,768,8,18,"1"
753,1,6,29,753,2,20,"1"
459,1,7,29,2652,18,20,"1"
176,3,7,29,2652,18,20,"1"
197,-1,7,29,2652,18,20,"1"
257,3,7,29,2652,18,20,"1"
227,1,7,29,2652,18,20,"1"
572,3,7,29,2652,18,20,"1"
764,1,7,29,2652,18,20,"1"
170,1,8,29,2799,16,20,"1"
2,3,8,29,2799,16,20,"1"
51,1,8,29,2799,16,20,"1"
549,3,8,29,2799,16,20,"1"
1378,1,8,29,2799,16,20,"1"
649,3,8,29,2799,16,20,"1"
559,1,9,29,1137,20,14,"-1"
76,3,9,29,1137,20,14,"-1"
56,1,9,29,1137,20,14,"-1"
107,3,9,29,1137,20,14,"-1"
339,1,9,29,1137,20,14,"-1"
1086,1,10,29,1086,4,10,"1"
1034,1,11,29,1034,14,8,"-1"
926,1,12,29,926,10,20,"1"
2240,1,13,29,4037,14,16,"1"
80,3,13,29,4037,14,16,"1"
5,-1,13,29,4037,14,16,"1"
765,1,13,29,4037,14,16,"1"
23,-1,13,29,4037,14,16,"1"
643,3,13,29,4037,14,16,"1"
281,1,13,29,4037,14,16,"1"
633,1,14,29,2898,18,18,"-1"
118,3,14,29,2898,18,18,"-1"
1343,-1,14,29,2898,18,18,"-1"
15,3,14,29,2898,18,18,"-1"
726,1,14,29,2898,18,18,"-1"
15,-1,14,29,2898,18,18,"-1"
48,3,14,29,2898,18,18,"-1"
39,3,34,29,1158,6,16,"1"
208,-1,34,29,1158,6,16,"1"
659,3,34,29,1158,6,16,"1"
52,-1,34,29,1158,6,16,"1"
180,3,34,29,1158,6,16,"1"
20,-1,34,29,1158,6,16,"1"
1217,3,73,29,1217,4,14,"1"
928,3,81,29,928,6,2,"-1"
391,3,1,30,1280,18,12,"1"
318,-1,1,30,1280,18,12,"1"
13,3,1,30,1280,18,12,"1"
428,1,1,30,1280,18,12,"1"
14,3,1,30,1280,18,12,"1"
116,-1,1,30,1280,18,12,"1"
247,3,2,30,2433,4,16,"-1"
412,1,2,30,2433,4,16,"-1"
329,-1,2,30,2433,4,16,"-1"
205,3,2,30,2433,4,16,"-1"
312,1,2,30,2433,4,16,"-1"
12,3,2,30,2433,4,16,"-1"
57,-1,2,30,2433,4,16,"-1"
3,3,2,30,2433,4,16,"-1"
5,-1,2,30,2433,4,16,"-1"
45,1,2,30,2433,4,16,"-1"
130,3,2,30,2433,4,16,"-1"
274,-1,2,30,2433,4,16,"-1"
12,3,2,30,2433,4,16,"-1"
233,1,2,30,2433,4,16,"-1"
8,3,2,30,2433,4,16,"-1"
149,-1,2,30,2433,4,16,"-1"
257,3,3,30,1974,10,6,"1"
252,1,3,30,1974,10,6,"1"
5,3,3,30,1974,10,6,"1"
1341,-1,3,30,1974,10,6,"1"
119,3,3,30,1974,10,6,"1"
378,1,4,30,2291,12,10,"1"
45,3,4,30,2291,12,10,"1"
26,-1,4,30,2291,12,10,"1"
1649,1,4,30,2291,12,10,"1"
40,-1,4,30,2291,12,10,"1"
39,1,4,30,2291,12,10,"1"
114,3,4,30,2291,12,10,"1"
247,1,6,30,2833,18,10,"1"
13,3,6,30,2833,18,10,"1"
1696,-1,6,30,2833,18,10,"1"
7,3,6,30,2833,18,10,"1"
25,-1,6,30,2833,18,10,"1"
9,3,6,30,2833,18,10,"1"
31,-1,6,30,2833,18,10,"1"
1,1,6,30,2833,18,10,"1"
7,3,6,30,2833,18,10,"1"
65,-1,6,30,2833,18,10,"1"
3,3,6,30,2833,18,10,"1"
14,-1,6,30,2833,18,10,"1"
22,3,6,30,2833,18,10,"1"
693,1,6,30,2833,18,10,"1"
1291,-1,7,30,1428,8,6,"1"
137,3,7,30,1428,8,6,"1"
223,-1,8,30,1111,14,10,"-1"
864,3,8,30,1111,14,10,"-1"
24,1,8,30,1111,14,10,"-1"
13,-1,9,30,1248,14,8,"-1"
216,1,9,30,1248,14,8,"-1"
3,-1,9,30,1248,14,8,"-1"
152,3,9,30,1248,14,8,"-1"
4,1,9,30,1248,14,8,"-1"
788,-1,9,30,1248,14,8,"-1"
72,3,9,30,1248,14,8,"-1"
252,3,12,30,3658,12,2,"1"
185,-1,12,30,3658,12,2,"1"
2754,3,12,30,3658,12,2,"1"
56,-1,12,30,3658,12,2,"1"
411,3,12,30,3658,12,2,"1"
5,1,14,30,1217,12,8,"-1"
541,3,14,30,1217,12,8,"-1"
517,-1,14,30,1217,12,8,"-1"
154,3,14,30,1217,12,8,"-1"
338,-1,24,31,977,10,18,"1"
202,3,24,31,977,10,18,"1"
58,-1,24,31,977,10,18,"1"
379,3,24,31,977,10,18,"1"
212,-1,25,31,881,2,14,"1"
669,3,25,31,881,2,14,"1"
212,-1,33,31,797,2,16,"1"
447,3,33,31,797,2,16,"1"
65,-1,33,31,797,2,16,"1"
73,3,33,31,797,2,16,"1"
208,-1,34,31,865,10,2,"-1"
657,3,34,31,865,10,2,"-1"
211,-1,35,31,1450,18,6,"-1"
1239,3,35,31,1450,18,6,"-1"
332,-1,37,31,881,8,12,"1"
549,3,37,31,881,8,12,"1"
208,-1,38,31,931,14,8,"-1"
723,3,38,31,931,14,8,"-1"
244,-1,39,31,918,10,4,"-1"
674,3,39,31,918,10,4,"-1"
250,-1,42,31,767,16,6,"-1"
517,3,42,31,767,16,6,"-1"
236,-1,44,31,965,20,14,"-1"
394,3,44,31,965,20,14,"-1"
209,1,44,31,965,20,14,"-1"
126,3,44,31,965,20,14,"-1"
259,-1,49,31,782,6,18,"1"
453,3,49,31,782,6,18,"1"
66,-1,49,31,782,6,18,"1"
4,3,49,31,782,6,18,"1"
188,-1,50,31,1624,20,6,"-1"
191,3,50,31,1624,20,6,"-1"
424,-1,50,31,1624,20,6,"-1"
268,3,50,31,1624,20,6,"-1"
417,1,50,31,1624,20,6,"-1"
136,3,50,31,1624,20,6,"-1"
32,3,51,31,2884,10,20,"1"
506,-1,51,31,2884,10,20,"1"
604,3,51,31,2884,10,20,"1"
286,1,51,31,2884,10,20,"1"
20,3,51,31,2884,10,20,"1"
246,-1,51,31,2884,10,20,"1"
848,3,51,31,2884,10,20,"1"
342,-1,51,31,2884,10,20,"1"
211,-1,53,31,1414,8,2,"-1"
282,3,53,31,1414,8,2,"-1"
116,-1,53,31,1414,8,2,"-1"
805,3,53,31,1414,8,2,"-1"
230,3,54,31,1104,2,2,"-1"
250,1,54,31,1104,2,2,"-1"
74,3,54,31,1104,2,2,"-1"
373,-1,54,31,1104,2,2,"-1"
177,3,54,31,1104,2,2,"-1"
189,-1,60,31,812,14,10,"1"
29,3,60,31,812,14,10,"1"
592,1,60,31,812,14,10,"1"
2,3,60,31,812,14,10,"1"
73,3,61,31,685,2,18,"1"
245,1,61,31,685,2,18,"1"
168,3,61,31,685,2,18,"1"
199,-1,61,31,685,2,18,"1"
218,3,62,31,581,16,16,"1"
115,1,62,31,581,16,16,"1"
142,3,62,31,581,16,16,"1"
106,-1,62,31,581,16,16,"1"
403,3,63,31,571,2,20,"1"
168,-1,63,31,571,2,20,"1"
457,3,64,31,603,18,14,"1"
146,-1,64,31,603,18,14,"1"
192,-1,65,31,1284,18,10,"-1"
294,3,65,31,1284,18,10,"-1"
798,-1,65,31,1284,18,10,"-1"
282,3,66,31,681,8,10,"1"
144,1,66,31,681,8,10,"1"
49,3,66,31,681,8,10,"1"
206,-1,66,31,681,8,10,"1"
341,3,68,31,901,20,8,"-1"
419,-1,68,31,901,20,8,"-1"
141,3,68,31,901,20,8,"-1"
116,-1,69,31,603,12,12,"1"
83,3,69,31,603,12,12,"1"
166,1,69,31,603,12,12,"1"
