"fix_time","fix_item","trial","subject","rt","value_down_boundary","value_up_boundary","choice"
78,3,69,31,603,12,12,"1"
160,-1,69,31,603,12,12,"1"
498,3,70,31,614,18,20,"1"
116,-1,70,31,614,18,20,"1"
196,3,71,31,646,18,12,"1"
160,1,71,31,646,18,12,"1"
92,3,71,31,646,18,12,"1"
198,-1,71,31,646,18,12,"1"
221,3,72,31,887,18,18,"1"
173,1,72,31,887,18,18,"1"
22,3,72,31,887,18,18,"1"
414,-1,72,31,887,18,18,"1"
17,3,72,31,887,18,18,"1"
40,1,72,31,887,18,18,"1"
22,3,73,31,2102,16,10,"-1"
2080,-1,73,31,2102,16,10,"-1"
463,3,74,31,1198,16,14,"1"
508,-1,74,31,1198,16,14,"1"
24,3,74,31,1198,16,14,"1"
111,1,74,31,1198,16,14,"1"
92,3,74,31,1198,16,14,"1"
229,3,75,31,680,10,16,"1"
188,1,75,31,680,10,16,"1"
28,3,75,31,680,10,16,"1"
235,-1,75,31,680,10,16,"1"
110,-1,76,31,1101,18,2,"-1"
385,3,76,31,1101,18,2,"-1"
606,-1,76,31,1101,18,2,"-1"
471,-1,77,31,1346,14,4,"-1"
4,3,77,31,1346,14,4,"-1"
92,1,77,31,1346,14,4,"-1"
198,3,77,31,1346,14,4,"-1"
375,-1,77,31,1346,14,4,"-1"
16,3,77,31,1346,14,4,"-1"
190,1,77,31,1346,14,4,"-1"
459,-1,78,31,1635,20,16,"-1"
16,3,78,31,1635,20,16,"-1"
242,1,78,31,1635,20,16,"-1"
225,3,78,31,1635,20,16,"-1"
533,-1,78,31,1635,20,16,"-1"
160,3,78,31,1635,20,16,"-1"
413,-1,79,31,1810,8,6,"1"
6,3,79,31,1810,8,6,"1"
1383,1,79,31,1810,8,6,"1"
8,3,79,31,1810,8,6,"1"
411,3,80,31,1116,16,4,"-1"
429,-1,80,31,1116,16,4,"-1"
276,1,80,31,1116,16,4,"-1"
194,3,81,31,905,8,16,"1"
200,1,81,31,905,8,16,"1"
119,3,81,31,905,8,16,"1"
392,-1,81,31,905,8,16,"1"
407,3,82,31,585,8,18,"1"
178,-1,82,31,585,8,18,"1"
139,-1,83,31,612,12,20,"1"
32,3,83,31,612,12,20,"1"
109,1,83,31,612,12,20,"1"
147,3,83,31,612,12,20,"1"
185,-1,83,31,612,12,20,"1"
244,3,88,31,887,16,12,"1"
175,-1,88,31,887,16,12,"1"
12,3,88,31,887,16,12,"1"
258,1,88,31,887,16,12,"1"
10,3,88,31,887,16,12,"1"
188,-1,88,31,887,16,12,"1"
208,3,92,31,763,14,16,"1"
202,1,92,31,763,14,16,"1"
24,3,92,31,763,14,16,"1"
329,-1,92,31,763,14,16,"1"
447,3,93,31,963,4,2,"-1"
345,-1,93,31,963,4,2,"-1"
171,3,93,31,963,4,2,"-1"
86,3,94,31,635,12,14,"1"
117,-1,94,31,635,12,14,"1"
21,3,94,31,635,12,14,"1"
183,1,94,31,635,12,14,"1"
102,3,94,31,635,12,14,"1"
126,-1,94,31,635,12,14,"1"
405,3,95,31,910,8,8,"1"
450,-1,95,31,910,8,8,"1"
55,3,95,31,910,8,8,"1"
202,-1,96,31,1181,18,4,"-1"
252,3,96,31,1181,18,4,"-1"
418,-1,96,31,1181,18,4,"-1"
309,3,96,31,1181,18,4,"-1"
194,-1,97,31,878,2,8,"1"
269,3,97,31,878,2,8,"1"
415,-1,97,31,878,2,8,"1"
92,3,99,31,1868,12,8,"-1"
1479,-1,99,31,1868,12,8,"-1"
22,3,99,31,1868,12,8,"-1"
275,-1,99,31,1868,12,8,"-1"
56,-1,100,31,617,4,16,"1"
370,3,100,31,617,4,16,"1"
191,-1,100,31,617,4,16,"1"
